gpu_type,model_size,batch_size,learning_rate,seq_length,run_id,training_time_hrs,energy_kwh,efficiency_tok_per_watt
H100,405B,4096,0.0001,1024,2,54.604,37.8637,337.3531
H100,405B,4096,0.0001,1024,3,59.8637,42.8837,326.5539
H100,405B,4096,0.0001,2048,1,87.786,61.9736,234.308
H100,405B,4096,0.0001,2048,2,86.4222,60.6119,235.8499
H100,405B,4096,0.0001,2048,3,81.1361,56.3501,238.1704
H100,405B,4096,0.0001,4096,1,118.8574,83.1136,167.2659
H100,405B,4096,0.0001,4096,2,107.5496,74.387,169.1085
H100,405B,4096,0.0001,4096,3,119.0783,82.6512,168.5144
H100,405B,4096,0.0005,512,1,47.5221,33.7525,465.7883
H100,405B,4096,0.0005,512,2,45.5202,30.3078,496.8753
H100,405B,4096,0.0005,512,3,47.2783,33.8534,462.0163
H100,405B,4096,0.0005,1024,1,73.7877,52.8634,326.5224
H100,405B,4096,0.0005,1024,2,63.0507,43.8278,336.5298
H100,405B,4096,0.0005,1024,3,68.9193,48.5006,332.4128
H100,405B,4096,0.0005,2048,1,98.8267,67.2755,242.9886
H100,405B,4096,0.0005,2048,2,96.5443,68.4332,233.3611
H100,405B,4096,0.0005,2048,3,100.2046,68.4478,242.157
H100,405B,4096,0.0005,4096,1,133.7437,86.0266,181.8419
H100,405B,4096,0.0005,4096,2,131.8635,90.8523,169.7627
H100,405B,4096,0.0005,4096,3,129.1545,90.8573,166.2659
H100,405B,8192,1e-05,512,1,29.0327,18.9455,913.8099
H100,405B,8192,1e-05,512,2,29.4278,20.0258,876.2793
H100,405B,8192,1e-05,512,3,29.8211,20.072,885.9446
H100,405B,8192,1e-05,1024,1,41.2353,28.6195,607.5276
H100,405B,8192,1e-05,1024,2,41.7976,29.3677,600.1217
H100,405B,8192,1e-05,1024,3,40.6483,27.1424,631.47
H100,405B,8192,1e-05,2048,1,53.9275,37.088,433.5316
H100,405B,8192,1e-05,2048,2,58.2041,39.9994,433.8543
H100,405B,8192,1e-05,2048,3,60.0485,41.6818,429.5356
H100,405B,8192,1e-05,4096,1,78.3738,54.404,303.7172
H100,405B,8192,1e-05,4096,2,83.2771,58.8621,298.2762
H100,405B,8192,1e-05,4096,3,90.0811,61.7914,307.351
H100,405B,8192,5e-05,512,1,24.1639,17.131,841.1225
H100,405B,8192,5e-05,512,2,24.2246,16.7025,864.8641
H100,405B,8192,5e-05,512,3,22.3743,15.422,865.1333
H100,405B,8192,5e-05,1024,1,32.4576,21.5434,635.2727
H100,405B,8192,5e-05,1024,2,32.9344,22.3299,621.9024
H100,405B,8192,5e-05,1024,3,35.3001,25.1557,591.6968
H100,405B,8192,5e-05,2048,1,46.3138,32.1666,429.289
H100,405B,8192,5e-05,2048,2,43.9992,30.3427,432.3494
H100,405B,8192,5e-05,2048,3,49.4737,35.4886,415.651
H100,405B,8192,5e-05,4096,1,66.1522,47.7678,291.97
H100,405B,8192,5e-05,4096,2,63.3992,42.7184,312.8946
H100,405B,8192,5e-05,4096,3,71.0319,52.2151,286.8048
H100,405B,8192,0.0001,512,1,23.8659,16.6859,852.9074
H100,405B,8192,0.0001,512,2,20.7349,13.6338,906.8998
H100,405B,8192,0.0001,512,3,23.442,16.2331,861.1252
H100,405B,8192,0.0001,1024,1,31.1176,21.8251,601.1848
H100,405B,8192,0.0001,1024,2,33.1285,23.847,585.7704
H100,405B,8192,0.0001,1024,3,33.1638,24.0702,580.9573
H100,405B,8192,0.0001,2048,1,46.6012,32.508,427.4165
H100,405B,8192,0.0001,2048,2,49.0615,33.335,438.8183
H100,405B,8192,0.0001,2048,3,53.1378,37.6152,421.1959
H100,405B,8192,0.0001,4096,1,67.1321,47.7328,296.5124
H100,405B,8192,0.0001,4096,2,72.0608,51.6418,294.1889
H100,405B,8192,0.0001,4096,3,60.5908,44.1994,289.0146
H100,405B,8192,0.0005,512,1,26.239,18.4263,849.1454
H100,405B,8192,0.0005,512,2,24.9866,17.7667,838.6364
H100,405B,8192,0.0005,512,3,25.8246,18.1315,849.3228
H100,405B,8192,0.0005,1024,1,37.2147,27.5547,569.4791
H100,405B,8192,0.0005,1024,2,41.4926,29.0853,601.5273
H100,405B,8192,0.0005,1024,3,37.8717,26.2132,609.1916
H100,405B,8192,0.0005,2048,1,56.3403,39.0491,430.1824
H100,405B,8192,0.0005,2048,2,52.2632,37.6583,413.7896
H100,405B,8192,0.0005,2048,3,51.951,36.3245,426.4206
H100,405B,8192,0.0005,4096,1,69.5323,49.7009,294.9523
H100,405B,8192,0.0005,4096,2,82.8289,59.2347,294.8047
H100,405B,8192,0.0005,4096,3,81.0204,55.2747,309.0274
GB200,7B,256,1e-05,512,1,0.6726,0.5637,1246.541
GB200,7B,256,1e-05,512,2,0.6572,0.5799,1183.845
GB200,7B,256,1e-05,512,3,0.6681,0.5518,1264.8747
GB200,7B,256,1e-05,1024,1,0.8783,0.7577,856.2412
GB200,7B,256,1e-05,1024,2,0.9632,0.9206,772.907
GB200,7B,256,1e-05,1024,3,1.0041,0.8523,870.2631
GB200,7B,256,1e-05,2048,1,1.424,1.3853,536.9293
GB200,7B,256,1e-05,2048,2,1.2268,1.1503,557.0799
GB200,7B,256,1e-05,2048,3,1.4023,1.3488,543.0454
GB200,7B,256,1e-05,4096,1,1.7571,1.7893,362.6979
GB200,7B,256,1e-05,4096,2,1.6793,1.668,371.8289
GB200,7B,256,1e-05,4096,3,1.9872,1.9883,369.1396
GB200,7B,256,5e-05,512,1,0.5399,0.4781,1179.793
GB200,7B,256,5e-05,512,2,0.5808,0.5206,1165.4661
GB200,7B,256,5e-05,512,3,0.578,0.5146,1173.2099
GB200,7B,256,5e-05,1024,1,0.8118,0.7365,814.2765
GB200,7B,256,5e-05,1024,2,0.7866,0.7029,826.6468
GB200,7B,256,5e-05,1024,3,0.7357,0.6431,844.9795
GB200,7B,256,5e-05,2048,1,1.0919,1.0407,548.0429
GB200,7B,256,5e-05,2048,2,1.1873,1.1221,552.7057
GB200,7B,256,5e-05,2048,3,1.1631,1.1362,534.6994
GB200,7B,256,5e-05,4096,1,1.5482,1.5758,362.8695
GB200,7B,256,5e-05,4096,2,1.5472,1.6086,355.2526
GB200,7B,256,5e-05,4096,3,1.6161,1.5584,383.0228
GB200,7B,256,0.0001,512,1,0.5361,0.4852,1154.2027
GB200,7B,256,0.0001,512,2,0.527,0.4606,1195.2168
GB200,7B,256,0.0001,512,3,0.5463,0.4565,1250.1483
GB200,7B,256,0.0001,1024,1,0.7713,0.6651,856.5809
GB200,7B,256,0.0001,1024,2,0.7286,0.6769,795.1036
GB200,7B,256,0.0001,1024,3,0.7655,0.6827,828.3292
GB200,7B,256,0.0001,2048,1,1.0874,1.027,553.0096
GB200,7B,256,0.0001,2048,2,1.0643,1.0269,541.3457
GB200,7B,256,0.0001,2048,3,1.0249,0.971,551.3455
GB200,7B,256,0.0001,4096,1,1.4807,1.4103,387.7897
GB200,7B,256,0.0001,4096,2,1.4349,1.5025,352.7479
GB200,7B,256,0.0001,4096,3,1.5331,1.4722,384.6155
GB200,7B,256,0.0005,512,1,0.5626,0.4835,1215.3599
GB200,7B,256,0.0005,512,2,0.6571,0.5635,1218.095
GB200,7B,256,0.0005,512,3,0.6493,0.5659,1198.6154
GB200,7B,256,0.0005,1024,1,0.8823,0.7622,855.0252
GB200,7B,256,0.0005,1024,2,0.9024,0.804,829.0936
GB200,7B,256,0.0005,1024,3,0.8992,0.7895,841.3121
GB200,7B,256,0.0005,2048,1,1.2298,1.1759,546.2443
GB200,7B,256,0.0005,2048,2,1.2096,1.1585,545.3936
GB200,7B,256,0.0005,2048,3,1.2028,1.1159,562.9748
GB200,7B,256,0.0005,4096,1,1.8623,1.9209,358.0752
GB200,7B,256,0.0005,4096,2,1.6583,1.6866,363.1504
GB200,7B,256,0.0005,4096,3,1.6599,1.6009,382.9537
GB200,7B,512,1e-05,512,1,0.3879,0.3327,2195.5026
GB200,7B,512,1e-05,512,2,0.3859,0.3461,2099.1773
GB200,7B,512,1e-05,512,3,0.3649,0.3339,2057.9644
GB200,7B,512,1e-05,1024,1,0.5367,0.4927,1450.2861
GB200,7B,512,1e-05,1024,2,0.5403,0.5104,1409.5391
GB200,7B,512,1e-05,1024,3,0.4888,0.4578,1421.5778
GB200,7B,512,1e-05,2048,1,0.7885,0.818,907.6222
GB200,7B,512,1e-05,2048,2,0.764,0.7277,988.576
GB200,7B,512,1e-05,2048,3,0.7557,0.7654,929.5462
GB200,7B,512,1e-05,4096,1,1.081,1.1064,650.4251
GB200,7B,512,1e-05,4096,2,1.0621,1.0598,667.1911
GB200,7B,512,1e-05,4096,3,1.0114,0.9538,705.9363
GB200,7B,512,5e-05,512,1,0.3124,0.284,2071.6986
GB200,7B,512,5e-05,512,2,0.3158,0.274,2170.3501
GB200,7B,512,5e-05,512,3,0.3171,0.3043,1962.3122
GB200,7B,512,5e-05,1024,1,0.4362,0.4099,1416.9544
GB200,7B,512,5e-05,1024,2,0.4412,0.4407,1333.0565
GB200,7B,512,5e-05,1024,3,0.4122,0.3905,1405.7633
GB200,7B,512,5e-05,2048,1,0.5899,0.573,969.178
GB200,7B,512,5e-05,2048,2,0.6129,0.6298,916.2395
GB200,7B,512,5e-05,2048,3,0.6698,0.6704,940.6276
GB200,7B,512,5e-05,4096,1,0.8526,0.9163,619.4201
GB200,7B,512,5e-05,4096,2,0.8504,0.8358,677.3474
GB200,7B,512,5e-05,4096,3,0.7918,0.825,638.9795
GB200,7B,512,0.0001,512,1,0.3093,0.2999,1942.3735
GB200,7B,512,0.0001,512,2,0.2745,0.259,1995.949
GB200,7B,512,0.0001,512,3,0.2961,0.2741,2034.072
GB200,7B,512,0.0001,1024,1,0.3829,0.3763,1354.6701
GB200,7B,512,0.0001,1024,2,0.4337,0.4078,1415.986
GB200,7B,512,0.0001,1024,3,0.4307,0.3962,1447.5765
GB200,7B,512,0.0001,2048,1,0.573,0.558,966.7142
GB200,7B,512,0.0001,2048,2,0.5354,0.5425,929.2499
GB200,7B,512,0.0001,2048,3,0.6252,0.6045,973.7619
GB200,7B,512,0.0001,4096,1,0.849,0.8423,671.0877
GB200,7B,512,0.0001,4096,2,0.8482,0.8322,678.5163
GB200,7B,512,0.0001,4096,3,0.7976,0.8228,645.3723
GB200,7B,512,0.0005,512,1,0.3371,0.3231,1964.1125
GB200,7B,512,0.0005,512,2,0.3389,0.2978,2142.7938
GB200,7B,512,0.0005,512,3,0.3589,0.3305,2044.5705
GB200,7B,512,0.0005,1024,1,0.4956,0.4832,1365.558
GB200,7B,512,0.0005,1024,2,0.4626,0.4338,1419.7531
GB200,7B,512,0.0005,1024,3,0.4741,0.429,1471.3056
GB200,7B,512,0.0005,2048,1,0.6674,0.6856,916.5287
GB200,7B,512,0.0005,2048,2,0.6843,0.6486,993.3885
GB200,7B,512,0.0005,2048,3,0.6237,0.6467,907.9287
GB200,7B,512,0.0005,4096,1,0.9521,0.9336,678.928
GB200,7B,512,0.0005,4096,2,0.9433,0.9015,696.6151
GB200,7B,512,0.0005,4096,3,1.0245,1.0124,673.6855
GB200,7B,1024,1e-05,512,1,0.2186,0.2107,3521.0761
GB200,7B,1024,1e-05,512,2,0.2192,0.2126,3499.5824
GB200,7B,1024,1e-05,512,3,0.2133,0.2098,3452.0615
GB200,7B,1024,1e-05,1024,1,0.2984,0.3015,2375.2075
GB200,7B,1024,1e-05,1024,2,0.286,0.3024,2269.5829
GB200,7B,1024,1e-05,1024,3,0.2762,0.2763,2399.6899
GB200,7B,1024,1e-05,2048,1,0.4095,0.4145,1676.8118
GB200,7B,1024,1e-05,2048,2,0.4004,0.4042,1681.1819
GB200,7B,1024,1e-05,2048,3,0.4058,0.3865,1781.6089
GB200,7B,1024,1e-05,4096,1,0.579,0.5599,1240.9732
GB200,7B,1024,1e-05,4096,2,0.5285,0.5307,1195.0927
GB200,7B,1024,1e-05,4096,3,0.5928,0.6022,1181.3338
GB200,7B,1024,5e-05,512,1,0.1753,0.1589,3743.576
GB200,7B,1024,5e-05,512,2,0.1588,0.1619,3329.4122
GB200,7B,1024,5e-05,512,3,0.1615,0.1583,3463.0706
GB200,7B,1024,5e-05,1024,1,0.2328,0.2333,2394.2772
GB200,7B,1024,5e-05,1024,2,0.2334,0.2373,2360.2389
GB200,7B,1024,5e-05,1024,3,0.2427,0.2394,2432.7169
GB200,7B,1024,5e-05,2048,1,0.323,0.3256,1683.5321
GB200,7B,1024,5e-05,2048,2,0.3202,0.3243,1675.5681
GB200,7B,1024,5e-05,2048,3,0.3856,0.4013,1630.9927
GB200,7B,1024,5e-05,4096,1,0.4994,0.4981,1203.0898
GB200,7B,1024,5e-05,4096,2,0.4353,0.4181,1249.5686
GB200,7B,1024,5e-05,4096,3,0.513,0.5008,1229.1212
GB200,7B,1024,0.0001,512,1,0.158,0.1513,3544.1448
GB200,7B,1024,0.0001,512,2,0.155,0.1437,3661.2784
GB200,7B,1024,0.0001,512,3,0.1633,0.1529,3623.4444
GB200,7B,1024,0.0001,1024,1,0.2229,0.2177,2457.5955
GB200,7B,1024,0.0001,1024,2,0.2375,0.2359,2416.8303
GB200,7B,1024,0.0001,1024,3,0.2294,0.2335,2357.7761
GB200,7B,1024,0.0001,2048,1,0.325,0.3223,1711.3419
GB200,7B,1024,0.0001,2048,2,0.3351,0.3418,1663.7057
GB200,7B,1024,0.0001,2048,3,0.325,0.3257,1692.9623
GB200,7B,1024,0.0001,4096,1,0.4449,0.4334,1231.8058
GB200,7B,1024,0.0001,4096,2,0.4808,0.4872,1184.1931
GB200,7B,1024,0.0001,4096,3,0.4735,0.4775,1189.9737
GB200,7B,1024,0.0005,512,1,0.188,0.1847,3454.3624
GB200,7B,1024,0.0005,512,2,0.1964,0.1942,3432.6932
GB200,7B,1024,0.0005,512,3,0.1866,0.1871,3385.6557
GB200,7B,1024,0.0005,1024,1,0.2683,0.2734,2355.3166
GB200,7B,1024,0.0005,1024,2,0.269,0.271,2382.3463
GB200,7B,1024,0.0005,1024,3,0.2555,0.2609,2350.5433
GB200,7B,1024,0.0005,2048,1,0.4286,0.4237,1716.3547
GB200,7B,1024,0.0005,2048,2,0.3765,0.3715,1720.0816
GB200,7B,1024,0.0005,2048,3,0.366,0.383,1621.9076
GB200,7B,1024,0.0005,4096,1,0.5127,0.5055,1217.3131
GB200,7B,1024,0.0005,4096,2,0.4885,0.4774,1227.9083
GB200,7B,1024,0.0005,4096,3,0.4853,0.4945,1177.6781
GB200,7B,2048,1e-05,512,1,0.1294,0.128,6185.9386
GB200,7B,2048,1e-05,512,2,0.1041,0.1069,5957.0507
GB200,7B,2048,1e-05,512,3,0.1094,0.1136,5888.3603
GB200,7B,2048,1e-05,1024,1,0.1583,0.1553,4409.5835
GB200,7B,2048,1e-05,1024,2,0.1591,0.1627,4229.8439
GB200,7B,2048,1e-05,1024,3,0.1587,0.1563,4391.4424
GB200,7B,2048,1e-05,2048,1,0.2248,0.2162,3180.2916
GB200,7B,2048,1e-05,2048,2,0.2315,0.2191,3232.1971
GB200,7B,2048,1e-05,2048,3,0.222,0.227,2990.8102
GB200,7B,2048,1e-05,4096,1,0.3259,0.3317,2125.3618
GB200,7B,2048,1e-05,4096,2,0.32,0.3312,2089.6696
GB200,7B,2048,1e-05,4096,3,0.3359,0.3404,2134.4334
GB200,7B,2048,5e-05,512,1,0.0989,0.1012,5983.1931
GB200,7B,2048,5e-05,512,2,0.0925,0.0888,6374.908
GB200,7B,2048,5e-05,512,3,0.0965,0.0981,6019.2791
GB200,7B,2048,5e-05,1024,1,0.141,0.1371,4451.03
GB200,7B,2048,5e-05,1024,2,0.1277,0.1294,4267.1286
GB200,7B,2048,5e-05,1024,3,0.1332,0.1257,4585.412
GB200,7B,2048,5e-05,2048,1,0.1927,0.182,3238.9422
GB200,7B,2048,5e-05,2048,2,0.1802,0.1875,2939.7378
GB200,7B,2048,5e-05,2048,3,0.2064,0.1988,3174.7268
GB200,7B,2048,5e-05,4096,1,0.263,0.2634,2160.2389
GB200,7B,2048,5e-05,4096,2,0.2913,0.287,2195.4634
GB200,7B,2048,5e-05,4096,3,0.2611,0.2732,2066.9662
GB200,7B,2048,0.0001,512,1,0.0891,0.091,5988.1514
GB200,7B,2048,0.0001,512,2,0.0841,0.0837,6149.4808
GB200,7B,2048,0.0001,512,3,0.0833,0.0806,6317.9359
GB200,7B,2048,0.0001,1024,1,0.1338,0.1336,4332.4887
GB200,7B,2048,0.0001,1024,2,0.1264,0.1235,4425.4079
GB200,7B,2048,0.0001,1024,3,0.127,0.1282,4287.2736
GB200,7B,2048,0.0001,2048,1,0.1905,0.1755,3320.4452
GB200,7B,2048,0.0001,2048,2,0.1741,0.1749,3044.4149
GB200,7B,2048,0.0001,2048,3,0.1807,0.1829,3022.3709
GB200,7B,2048,0.0001,4096,1,0.2603,0.2579,2182.9666
GB200,7B,2048,0.0001,4096,2,0.2501,0.2482,2179.0499
GB200,7B,2048,0.0001,4096,3,0.2716,0.2656,2211.5677
GB200,7B,2048,0.0005,512,1,0.1037,0.1043,6084.4251
GB200,7B,2048,0.0005,512,2,0.1122,0.1112,6173.5097
GB200,7B,2048,0.0005,512,3,0.1091,0.1131,5899.8367
GB200,7B,2048,0.0005,1024,1,0.1467,0.1458,4353.5233
GB200,7B,2048,0.0005,1024,2,0.1448,0.1437,4359.4597
GB200,7B,2048,0.0005,1024,3,0.1535,0.1545,4296.2281
GB200,7B,2048,0.0005,2048,1,0.2106,0.2035,3165.8129
GB200,7B,2048,0.0005,2048,2,0.1981,0.2108,2874.1292
GB200,7B,2048,0.0005,2048,3,0.2063,0.2015,3131.737
GB200,7B,2048,0.0005,4096,1,0.3154,0.3181,2144.8678
GB200,7B,2048,0.0005,4096,2,0.3029,0.3016,2171.9962
GB200,7B,2048,0.0005,4096,3,0.2897,0.2882,2174.0618
GB200,7B,4096,1e-05,512,1,0.0586,0.0585,11056.6697
GB200,7B,4096,1e-05,512,2,0.0639,0.0675,10447.5216
GB200,7B,4096,1e-05,512,3,0.0632,0.0588,11857.8541
GB200,7B,4096,1e-05,1024,1,0.0886,0.0959,7205.4428
GB200,7B,4096,1e-05,1024,2,0.0929,0.0907,7992.0428
GB200,7B,4096,1e-05,1024,3,0.0917,0.0896,7975.1531
GB200,7B,4096,1e-05,2048,1,0.1174,0.1162,5571.9854
GB200,7B,4096,1e-05,2048,2,0.1265,0.1194,5841.8581
GB200,7B,4096,1e-05,2048,3,0.1187,0.1187,5512.043
GB200,7B,4096,1e-05,4096,1,0.1745,0.1765,3853.1732
GB200,7B,4096,1e-05,4096,2,0.1673,0.1709,3817.0375
GB200,7B,4096,1e-05,4096,3,0.1676,0.1758,3715.6945
GB200,7B,4096,5e-05,512,1,0.048,0.0464,11401.197
GB200,7B,4096,5e-05,512,2,0.0536,0.0562,10503.1152
GB200,7B,4096,5e-05,512,3,0.0533,0.0542,10844.3887
GB200,7B,4096,5e-05,1024,1,0.0743,0.072,8045.3552
GB200,7B,4096,5e-05,1024,2,0.0724,0.0697,8091.8197
GB200,7B,4096,5e-05,1024,3,0.0694,0.0703,7704.7616
GB200,7B,4096,5e-05,2048,1,0.099,0.1,5461.3958
GB200,7B,4096,5e-05,2048,2,0.0981,0.099,5465.1587
GB200,7B,4096,5e-05,2048,3,0.1024,0.1067,5290.5011
GB200,7B,4096,5e-05,4096,1,0.1508,0.1564,3759.4361
GB200,7B,4096,5e-05,4096,2,0.1428,0.143,3892.2558
GB200,7B,4096,5e-05,4096,3,0.1411,0.1393,3947.7964
GB200,7B,4096,0.0001,512,1,0.0497,0.0486,11272.9818
GB200,7B,4096,0.0001,512,2,0.0473,0.0453,11515.8394
GB200,7B,4096,0.0001,512,3,0.0445,0.0431,11388.4073
GB200,7B,4096,0.0001,1024,1,0.0735,0.07,8190.3929
GB200,7B,4096,0.0001,1024,2,0.0664,0.0699,7400.0413
GB200,7B,4096,0.0001,1024,3,0.069,0.0696,7723.2376
GB200,7B,4096,0.0001,2048,1,0.104,0.1061,5406.2977
GB200,7B,4096,0.0001,2048,2,0.0931,0.0924,5552.2391
GB200,7B,4096,0.0001,2048,3,0.0926,0.0994,5136.7671
GB200,7B,4096,0.0001,4096,1,0.1311,0.127,4025.3492
GB200,7B,4096,0.0001,4096,2,0.1351,0.129,4082.0969
GB200,7B,4096,0.0001,4096,3,0.1521,0.1632,3634.6677
GB200,7B,4096,0.0005,512,1,0.0564,0.0541,11482.3511
GB200,7B,4096,0.0005,512,2,0.0513,0.0509,11108.8573
GB200,7B,4096,0.0005,512,3,0.0568,0.0557,11247.2632
GB200,7B,4096,0.0005,1024,1,0.0826,0.0835,7706.2638
GB200,7B,4096,0.0005,1024,2,0.083,0.0822,7872.2817
GB200,7B,4096,0.0005,1024,3,0.0772,0.0787,7644.9159
GB200,7B,4096,0.0005,2048,1,0.1156,0.1186,5370.6212
GB200,7B,4096,0.0005,2048,2,0.12,0.1149,5759.4073
GB200,7B,4096,0.0005,2048,3,0.1072,0.1048,5641.6265
GB200,7B,4096,0.0005,4096,1,0.1547,0.1582,3812.4311
GB200,7B,4096,0.0005,4096,2,0.1662,0.1717,3774.3503
GB200,7B,4096,0.0005,4096,3,0.1665,0.1676,3874.5588
GB200,7B,8192,1e-05,512,1,0.037,0.0376,19600.8745
GB200,7B,8192,1e-05,512,2,0.0351,0.0366,19031.8153
GB200,7B,8192,1e-05,512,3,0.0351,0.0348,20060.2409
GB200,7B,8192,1e-05,1024,1,0.0473,0.0483,13764.9102
GB200,7B,8192,1e-05,1024,2,0.0525,0.0524,14076.5856
GB200,7B,8192,1e-05,1024,3,0.0526,0.0495,14938.0693
GB200,7B,8192,1e-05,2048,1,0.0697,0.0696,9950.5122
GB200,7B,8192,1e-05,2048,2,0.0673,0.0721,9275.2183
GB200,7B,8192,1e-05,2048,3,0.0696,0.0688,10061.6162
GB200,7B,8192,1e-05,4096,1,0.0989,0.093,7476.8537
GB200,7B,8192,1e-05,4096,2,0.0951,0.0979,6826.2559
GB200,7B,8192,1e-05,4096,3,0.0957,0.0933,7206.8179
GB200,7B,8192,5e-05,512,1,0.031,0.0323,19108.7682
GB200,7B,8192,5e-05,512,2,0.0299,0.0294,20152.2355
GB200,7B,8192,5e-05,512,3,0.0288,0.0281,20368.4656
GB200,7B,8192,5e-05,1024,1,0.0391,0.0379,14509.8526
GB200,7B,8192,5e-05,1024,2,0.0399,0.0386,14505.4969
GB200,7B,8192,5e-05,1024,3,0.0379,0.0382,13963.315
GB200,7B,8192,5e-05,2048,1,0.0589,0.0619,9456.0594
GB200,7B,8192,5e-05,2048,2,0.0563,0.0568,9851.0363
GB200,7B,8192,5e-05,2048,3,0.0591,0.0587,10014.8073
GB200,7B,8192,5e-05,4096,1,0.0854,0.0874,6867.8858
GB200,7B,8192,5e-05,4096,2,0.0837,0.083,7081.924
GB200,7B,8192,5e-05,4096,3,0.0808,0.0775,7328.3111
GB200,7B,8192,0.0001,512,1,0.0268,0.0263,20255.0503
GB200,7B,8192,0.0001,512,2,0.0264,0.0267,19618.1714
GB200,7B,8192,0.0001,512,3,0.0296,0.0288,20433.7399
GB200,7B,8192,0.0001,1024,1,0.0401,0.0388,14505.2231
GB200,7B,8192,0.0001,1024,2,0.0389,0.0381,14352.4605
GB200,7B,8192,0.0001,1024,3,0.0407,0.0399,14347.3878
GB200,7B,8192,0.0001,2048,1,0.0587,0.0583,10012.3505
GB200,7B,8192,0.0001,2048,2,0.0541,0.052,10326.8231
GB200,7B,8192,0.0001,2048,3,0.0566,0.0581,9678.6092
GB200,7B,8192,0.0001,4096,1,0.0801,0.0855,6585.3094
GB200,7B,8192,0.0001,4096,2,0.0847,0.0839,7093.0506
GB200,7B,8192,0.0001,4096,3,0.0778,0.0789,6929.9619
GB200,7B,8192,0.0005,512,1,0.0307,0.0318,19205.1252
GB200,7B,8192,0.0005,512,2,0.0326,0.0329,19725.3245
GB200,7B,8192,0.0005,512,3,0.0331,0.0348,18900.2301
GB200,7B,8192,0.0005,1024,1,0.0457,0.0455,14103.0491
GB200,7B,8192,0.0005,1024,2,0.0487,0.0501,13658.7566
GB200,7B,8192,0.0005,1024,3,0.0446,0.0446,14053.0361
GB200,7B,8192,0.0005,2048,1,0.0647,0.0654,9831.8248
GB200,7B,8192,0.0005,2048,2,0.0597,0.057,10420.7591
GB200,7B,8192,0.0005,2048,3,0.0612,0.0595,10234.7592
GB200,7B,8192,0.0005,4096,1,0.0877,0.0894,6896.2968
GB200,7B,8192,0.0005,4096,2,0.0898,0.0904,6986.4483
GB200,7B,8192,0.0005,4096,3,0.0851,0.0839,7126.3054
GB200,70B,256,1e-05,512,1,17.1069,15.0172,238.006
GB200,70B,256,1e-05,512,2,16.0168,13.8807,241.0848
GB200,70B,256,1e-05,512,3,18.446,15.9004,242.382
GB200,70B,256,1e-05,1024,1,22.6881,20.3128,165.0128
GB200,70B,256,1e-05,1024,2,23.611,21.1535,164.9004
GB200,70B,256,1e-05,1024,3,23.4658,20.2047,171.5827
GB200,70B,256,1e-05,2048,1,31.638,29.8027,110.8994
GB200,70B,256,1e-05,2048,2,32.9631,30.6609,112.3102
GB200,70B,256,1e-05,2048,3,32.9436,31.2293,110.2008
GB200,70B,256,1e-05,4096,1,49.0957,48.9496,74.0892
GB200,70B,256,1e-05,4096,2,47.9433,47.1644,75.0887
GB200,70B,256,1e-05,4096,3,48.3499,48.8949,73.0453
GB200,70B,256,5e-05,512,1,14.4434,12.7233,237.1776
GB200,70B,256,5e-05,512,2,14.2516,12.255,242.9714
GB200,70B,256,5e-05,512,3,14.0136,12.4717,234.7639
GB200,70B,256,5e-05,1024,1,18.9402,16.7248,167.3067
GB200,70B,256,5e-05,1024,2,19.7561,18.002,162.1327
GB200,70B,256,5e-05,1024,3,18.7718,16.8567,164.5216
GB200,70B,256,5e-05,2048,1,27.558,24.3432,118.262
GB200,70B,256,5e-05,2048,2,27.3842,25.7894,110.9261
GB200,70B,256,5e-05,2048,3,27.4663,27.0933,105.904
GB200,70B,256,5e-05,4096,1,36.7766,35.8668,75.7424
GB200,70B,256,5e-05,4096,2,34.0427,33.5516,74.95
GB200,70B,256,5e-05,4096,3,38.3824,37.7952,75.0164
GB200,70B,256,0.0001,512,1,14.0315,12.4139,236.1568
GB200,70B,256,0.0001,512,2,13.3469,11.383,244.9778
GB200,70B,256,0.0001,512,3,13.9773,12.0476,242.3977
GB200,70B,256,0.0001,1024,1,18.0329,15.394,173.0632
GB200,70B,256,0.0001,1024,2,18.3873,16.9232,160.5186
GB200,70B,256,0.0001,1024,3,20.9423,18.8829,163.8497
GB200,70B,256,0.0001,2048,1,25.5727,23.3374,114.4719
GB200,70B,256,0.0001,2048,2,27.3241,24.4861,116.5738
GB200,70B,256,0.0001,2048,3,27.3219,26.487,107.7591
GB200,70B,256,0.0001,4096,1,38.4246,38.1714,74.3587
GB200,70B,256,0.0001,4096,2,38.6665,38.8648,73.4918
GB200,70B,256,0.0001,4096,3,36.1412,38.1475,69.9837
GB200,70B,256,0.0005,512,1,14.9695,13.2109,236.7444
GB200,70B,256,0.0005,512,2,13.3948,11.9947,233.3193
GB200,70B,256,0.0005,512,3,16.3564,14.1193,242.0374
GB200,70B,256,0.0005,1024,1,22.151,20.27,161.4475
GB200,70B,256,0.0005,1024,2,20.8564,19.0789,161.5018
GB200,70B,256,0.0005,1024,3,20.6777,18.2701,167.2062
GB200,70B,256,0.0005,2048,1,32.192,31.3517,107.2661
GB200,70B,256,0.0005,2048,2,29.3985,27.2056,112.8869
GB200,70B,256,0.0005,2048,3,29.4911,28.5187,108.0282
GB200,70B,256,0.0005,4096,1,40.9431,41.3813,73.0865
GB200,70B,256,0.0005,4096,2,44.7074,44.589,74.0647
GB200,70B,256,0.0005,4096,3,45.2746,44.8612,74.5492
